Emigrants,Both,Namibia,Africa,..,..,..,..,..,..,..,..,..,3,10,0,130,0,1,7,13,3,17,12,10,4,3,4,3
Emigrants,Both,Nauru,Oceania,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,1,0,0,6,0,0,3,0,0,0
Emigrants,Both,Nepal,Asia,..,..,..,..,..,..,..,..,..,0,2,0,0,0,6,3,4,7,4,4,3,2,9,11,6
Emigrants,Both,Netherlands,Europe,631,605,508,870,832,525,503,439,614,477,570,466,523,571,572,737,792,873,1012,991,997,1030,1140,1423,1611
Emigrants,Both,New Zealand,Oceania,..,..,..,..,..,..,..,..,..,18,35,0,1,11,1,31,68,82,77,76,66,91,118,115,116
Emigrants,Both,Nicaragua,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,9,31,6,2,5,2,22,17,17,9,19,18,42,26,18,17
Emigrants,Both,Niger,Africa,..,..,..,..,..,..,..,..,..,3,9,0,318,0,0,2,7,12,1,0,0,1,3,4,7
Emigrants,Both,Nigeria,Africa,..,..,..,..,..,..,..,..,..,134,145,223,0,267,317,167,191,171,102,140,147,205,229,343,286
Emigrants,Both,Norway,Europe,..,..,..,..,..,..,..,..,..,87,117,131,137,141,183,124,166,145,82,158,157,173,210,262,336
Emigrants,Both,Oman,Asia,..,..,..,..,..,..,..,..,..,3,0,0,0,0,0,8,7,5,12,29,25,21,31,24,48
Emigrants,Both,Pakistan,Asia,..,..,..,..,..,..,..,..,..,29,39,149,197,315,389,193,241,314,364,306,346,525,547,579,700
Emigrants,Both,Palau,Oceania,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,2,0,0,2,0,0,0,4,5,0
Emigrants,Both,Panama,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,37,35,2,2,2,1,41,29,36,19,47,42,61,123,182,163
Emigrants,Both,Papua New Guinea,Oceania,..,..,..,..,..,..,..,..,..,0,1,0,0,0,0,0,1,0,3,0,0,1,6,4,1
Emigrants,Both,Paraguay,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,25,20,3,3,0,2,22,27,42,21,27,25,35,33,60,55
Emigrants,Both,Peru,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,87,151,333,425,428,581,330,268,387,273,324,317,560,612,598,846
Emigrants,Both,Philippines,Asia,..,..,..,..,..,..,..,..,..,126,312,417,530,606,635,251,306,303,270,204,235,336,339,499,454
Emigrants,Both,Poland,Europe,..,..,..,..,..,..,..,..,..,212,226,398,526,510,605,426,514,691,1211,1929,2253,1588,1625,1652,1824
Emigrants,Both,Portugal,Europe,172,113,193,139,142,115,103,129,188,179,199,189,243,193,191,214,218,276,244,260,265,325,263,320,292
Emigrants,Both,Qatar,Asia,..,..,..,..,..,..,..,..,..,25,32,0,2,0,1,22,57,30,55,76,77,78,89,145,123
Emigrants,Both,Republic of Korea,Asia,..,..,..,..,..,..,..,..,..,41,76,55,64,35,47,72,81,45,71,68,72,83,115,140,171
Emigrants,Both,Republic of Moldova,Europe,..,..,..,..,..,..,..,..,..,9,11,0,3,14,46,95,200,148,245,455,542,948,938,1318,1731
Emigrants,Both,Romania,Europe,..,..,..,..,..,..,..,..,..,149,192,545,731,779,966,843,1202,1434,3963,8395,9919,7454,7702,9194,11034
Emigrants,Both,Russian Federation,Europe,..,..,..,..,..,..,..,..,..,135,181,248,323,273,293,230,271,263,246,289,290,314,361,629,511
Emigrants,Both,Rwanda,Africa,..,..,..,..,..,..,..,..,..,24,46,2,4,4,4,9,9,16,7,12,12,3,26,13,13
Emigrants,Both,Saint Kitts and Nevis,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,10,7,0,0,0,0,3,0,0,2,0,0,0,0,2,2
Emigrants,Both,Saint Lucia,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,6,4,0,0,0,0,0,0,1,1,1,2,2,2,7,0
Emigrants,Both,Saint Pierre and Miquelon,Northern America,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,1,0,0,0
Emigrants,Both,Saint Vincent and the Grenadines,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,4,2,0,0,0,0,2,0,0,1,0,0,1,0,2,4
Emigrants,Both,Samoa,Oceania,..,..,..,..,..,..,..,..,..,4,3,0,2,0,0,0,2,0,3,0,0,0,0,6,1
Emigrants,Both,San Marino,Europe,..,..,..,..,..,..,..,..,..,249,289,139,140,149,124,297,213,320,270,306,275,223,264,293,269
Emigrants,Both,Sao Tome and Principe,Africa,..,..,..,..,..,..,..,..,..,2,2,0,1,0,0,1,1,0,0,0,0,0,0,2,1
Emigrants,Both,Saudi Arabia,Asia,..,..,244,216,137,108,135,120,112,94,115,119,137,115,101,58,56,73,72,61,49,85,93,114,134
Emigrants,Both,Senegal,Africa,..,..,..,..,..,..,..,..,..,80,57,77,122,302,303,190,219,236,164,252,277,254,288,441,475
Emigrants,Both,Serbia,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,338,342,391,410,334,690,339
Emigrants,Both,Seychelles,Africa,..,..,..,..,..,..,..,..,..,18,2,2,1,0,6,2,9,7,3,5,5,15,7,21,25
Emigrants,Both,Sierra Leone,Africa,..,..,..,..,..,..,..,..,..,6,8,1,3,3,0,1,2,5,9,3,4,3,4,9,2
Emigrants,Both,Singapore,Asia,..,..,..,..,..,..,..,..,..,117,61,96,124,82,110,57,111,88,103,142,143,115,171,211,360
Emigrants,Both,Slovakia,Europe,..,..,..,..,..,..,..,..,..,31,65,7,10,15,30,54,95,154,478,502,579,367,399,410,414
Emigrants,Both,Slovenia,Europe,..,..,..,..,..,..,..,..,..,110,142,159,167,171,255,130,173,222,191,271,266,237,254,282,319
Emigrants,Both,Somalia,Africa,..,..,127,121,70,42,29,21,26,41,43,105,93,142,100,57,45,52,45,14,15,22,22,27,20
Emigrants,Both,South Africa,Africa,..,..,269,272,241,209,146,135,120,94,152,204,243,237,313,221,262,204,198,276,259,189,209,242,261
Emigrants,Both,Spain,Europe,767,834,803,1353,1182,1153,1095,892,1202,1042,1189,827,1084,1040,1158,2511,2849,3268,3520,4750,4479,4021,3466,4096,4537
Emigrants,Both,Sri Lanka,Asia,..,..,..,..,..,..,..,..,..,72,54,139,259,364,370,236,280,287,272,280,330,449,481,618,690
Emigrants,Both,State of Palestine,Asia,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,1,1,10,0,2,2,7,6,9,20
Emigrants,Both,Sudan,Africa,..,..,..,..,..,..,..,..,..,15,12,6,1,1,3,12,17,45,26,16,15,24,10,16,19
Emigrants,Both,Suriname,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,0,1,0,1,0,0,1,0,2,0,0,0,3,2,5,0
Emigrants,Both,Swaziland,Africa,..,..,..,..,..,..,..,..,..,2,3,0,0,0,0,1,1,9,3,0,0,7,6,2,3
Emigrants,Both,Sweden,Europe,..,..,..,..,..,..,..,..,..,775,477,209,250,230,288,217,271,369,330,372,374,350,422,600,645
Emigrants,Both,Switzerland,Europe,6737,5943,5278,6347,9079,10194,8900,9762,10449,4560,5149,6115,7416,5595,7989,7345,6204,7168,4972,6539,5981,5895,6298,8968,10537
Emigrants,Both,Syrian Arab Republic,Asia,..,..,..,..,..,..,..,..,..,40,60,11,15,25,4,32,30,51,28,34,35,44,65,24,31
Emigrants,Both,Tajikistan,Asia,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,1,5,1,2,2,2,1,0,1,0
Emigrants,Both,Thailand,Asia,..,..,..,..,..,..,..,..,..,100,112,116,145,119,101,167,205,227,222,320,304,244,244,311,446
Emigrants,Both,The former Yugoslav Republic of Macedonia,Europe,..,..,..,..,..,..,..,..,..,69,123,128,108,238,177,146,173,289,276,311,382,538,456,608,746
Emigrants,Both,Timor-Leste,Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,2,1,2
Emigrants,Both,Togo,Africa,..,..,..,..,..,..,..,..,..,3,16,4,121,5,5,2,7,16,18,4,7,19,16,27,16
Emigrants,Both,Tonga,Oceania,..,..,..,..,..,..,..,..,..,3,0,1,0,0,0,3,1,1,2,0,0,2,0,0,0
Emigrants,Both,Trinidad and Tobago,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,3,1,0,0,0,0,0,2,1,0,0,0,0,2,3,10
Emigrants,Both,Tunisia,Africa,..,..,139,154,195,172,202,287,200,260,311,440,4,492,584,429,489,450,437,483,539,666,726,903,930
Emigrants,Both,Turkey,Asia,..,..,..,..,..,..,..,..,..,88,78,123,157,147,192,116,140,171,121,163,153,183,175,316,326
Emigrants,Both,Turkmenistan,Asia,..,..,..,..,..,..,..,..,..,1,4,0,0,0,0,0,0,0,1,0,0,6,3,2,5
Emigrants,Both,Tuvalu,Oceania,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Emigrants,Both,Uganda,Africa,..,..,..,..,..,..,..,..,..,40,56,98,456,90,181,62,66,56,40,74,73,33,61,63,26
Emigrants,Both,Ukraine,Europe,..,..,..,..,..,..,..,..,..,22,26,1,11,30,191,456,615,693,729,903,1059,1231,1246,1458,1786
Emigrants,Both,United Arab Emirates,Asia,..,..,..,..,..,..,..,..,..,74,84,120,118,76,127,90,120,220,263,337,303,405,444,665,1018
Emigrants,Both,United Kingdom of Great Britain and Northern Ireland,Europe,2329,2345,2506,3564,2618,2312,2513,2418,3515,2787,3666,3189,3919,3186,3916,4956,5194,6323,6870,8376,7762,6846,6148,8389,14056
Emigrants,Both,United Republic of Tanzania,Africa,..,..,..,..,..,..,..,..,..,165,107,120,0,101,146,54,84,66,42,35,38,31,31,39,35
Emigrants,Both,United States of America,Northern America,4121,3665,3701,4076,4017,4572,4140,4418,4135,3043,3939,3734,4156,3358,4407,4414,4117,4730,3658,3982,3714,3651,4195,4970,5560
Emigrants,Both,Uruguay,Latin America and the Caribbean,..,..,..,..,..,..,..,..,..,90,90,100,154,91,107,135,119,143,88,127,122,99,107,126,132
Emigrants,Both,Uzbekistan,Asia,..,..,..,..,..,..,..,..,..,4,5,5,2,9,0,9,8,1,8,11,14,17,9,25,6
Emigrants,Both,Vanuatu,Oceania,..,..,..,..,..,..,..,..,..,0,1,0,1,0,0,0,0,0,0,0,0,8,4,0,0
